,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,Player,Venue,Team,Opposition,TOI,Goals Against,Expected Goals Against,Season
0,0,0,0,0,2011-10-06,Tim Thomas,home,Boston Bruins,Philadelphia Flyers,59.25,2,2.47,20112012
1,1,1,1,1,2011-10-06,Ilya Bryzgalov,away,Philadelphia Flyers,Boston Bruins,60.0,1,2.03,20112012
2,2,2,2,2,2011-10-06,James Reimer,home,Toronto Maple Leafs,Montreal Canadiens,59.9667,0,2.73,20112012
3,3,3,3,3,2011-10-06,Carey Price,away,Montreal Canadiens,Toronto Maple Leafs,58.2667,2,2.16,20112012
4,4,4,4,4,2011-10-06,Roberto Luongo,home,Vancouver Canucks,Pittsburgh Penguins,64.9,3,2.19,20112012
5,5,5,5,5,2011-10-06,Marc-Andre Fleury,away,Pittsburgh Penguins,Vancouver Canucks,65.0,3,2.94,20112012
6,6,6,6,6,2011-10-07,Cam Ward,home,Carolina Hurricanes,Tampa Bay Lightning,59.9333,5,3.46,20112012
7,7,7,7,7,2011-10-07,Dwayne Roloson,away,Tampa Bay Lightning,Carolina Hurricanes,60.0,1,2.88,20112012
8,8,8,8,8,2011-10-07,Jimmy Howard,home,Detroit Red Wings,Ottawa Senators,60.0,3,2.59,20112012
9,9,9,9,9,2011-10-07,Craig Anderson,away,Ottawa Senators,Detroit Red Wings,59.8167,5,3.53,20112012
10,10,10,10,10,2011-10-07,Steve Mason,home,Columbus Blue Jackets,Nashville Predators,58.7667,3,1.98,20112012
11,11,11,11,11,2011-10-07,Pekka Rinne,away,Nashville Predators,Columbus Blue Jackets,60.0,2,2.78,20112012
12,12,12,12,12,2011-10-07,Ryan Miller,home,Buffalo Sabres,Anaheim Ducks,60.0,1,2.44,20112012
13,13,13,13,13,2011-10-07,Jonas Hiller,away,Anaheim Ducks,Buffalo Sabres,60.0,4,2.84,20112012
14,14,14,14,14,2011-10-07,Kari Lehtonen,home,Dallas Stars,Chicago Blackhawks,59.5667,1,3.49,20112012
15,15,15,15,15,2011-10-07,Corey Crawford,away,Chicago Blackhawks,Dallas Stars,57.3667,2,2.31,20112012
16,16,16,16,16,2011-10-07,Jonathan Quick,home,Los Angeles Kings,New York Rangers,63.9833,2,2.12,20112012
17,17,17,17,17,2011-10-07,Henrik Lundqvist,away,New York Rangers,Los Angeles Kings,64.1333,3,2.44,20112012
18,18,18,18,18,2011-10-08,Tim Thomas,home,Boston Bruins,Tampa Bay Lightning,59.9833,1,2.23,20112012
19,19,19,19,19,2011-10-08,Mathieu Garon,away,Tampa Bay Lightning,Boston Bruins,59.8833,4,3.44,20112012
20,20,20,20,20,2011-10-08,James Reimer,home,Toronto Maple Leafs,Ottawa Senators,59.9333,5,3.4,20112012
21,21,21,21,21,2011-10-08,Alex Auld,away,Ottawa Senators,Toronto Maple Leafs,19.0833,2,1.13,20112012
22,22,22,22,22,2011-10-08,Craig Anderson,away,Ottawa Senators,Toronto Maple Leafs,40.0,4,2.45,20112012
23,23,23,23,23,2011-10-08,Martin Brodeur,home,New Jersey Devils,Philadelphia Flyers,60.0,3,2.89,20112012
24,24,24,24,24,2011-10-08,Ilya Bryzgalov,away,Philadelphia Flyers,New Jersey Devils,59.9,0,1.1,20112012
25,25,25,25,25,2011-10-08,Michal Neuvirth,home,Washington Capitals,Carolina Hurricanes,62.3167,3,2.61,20112012
26,26,26,26,26,2011-10-08,Brian Boucher,away,Carolina Hurricanes,Washington Capitals,62.1167,4,3.55,20112012
27,27,27,27,27,2011-10-08,Al Montoya,home,New York Islanders,Florida Panthers,58.2167,2,2.78,20112012
28,28,28,28,28,2011-10-08,Jose Theodore,away,Florida Panthers,New York Islanders,59.95,0,1.82,20112012
29,29,29,29,29,2011-10-08,Jaroslav Halak,home,St Louis Blues,Nashville Predators,58.7667,3,1.45,20112012
30,30,30,30,30,2011-10-08,Pekka Rinne,away,Nashville Predators,St Louis Blues,60.0,2,2.96,20112012
