,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,Player,Venue,Team,Opposition,TOI,Goals Against,Expected Goals Against,Season
0,0,0,0,0,2019-10-02,Frederik Andersen,home,Toronto Maple Leafs,Ottawa Senators,59.85,3,2.21,20192020
1,1,1,1,1,2019-10-02,Craig Anderson,away,Ottawa Senators,Toronto Maple Leafs,58.45,5,3.67,20192020
2,2,2,2,2,2019-10-02,Jordan Binnington,home,St Louis Blues,Washington Capitals,62.85,3,2.76,20192020
3,3,3,3,3,2019-10-02,Braden Holtby,away,Washington Capitals,St Louis Blues,62.85,2,1.61,20192020
4,4,4,4,4,2019-10-02,Mike Smith,home,Edmonton Oilers,Vancouver Canucks,60.0,2,2.94,20192020
5,5,5,5,5,2019-10-02,Jacob Markstrom,away,Vancouver Canucks,Edmonton Oilers,58.2333,3,1.69,20192020
6,6,6,6,6,2019-10-02,Marc-Andre Fleury,home,Vegas Golden Knights,San Jose Sharks,59.8667,1,1.7,20192020
7,7,7,7,7,2019-10-02,Martin Jones,away,San Jose Sharks,Vegas Golden Knights,60.0,4,3.79,20192020
8,8,8,8,8,2019-10-03,Andrei Vasilevskiy,home,Tampa Bay Lightning,Florida Panthers,59.2167,2,1.83,20192020
9,9,9,9,9,2019-10-03,Sergei Bobrovsky,away,Florida Panthers,Tampa Bay Lightning,58.5167,4,2.22,20192020
10,10,10,10,10,2019-10-03,Henrik Lundqvist,home,New York Rangers,Winnipeg Jets,60.0,4,4.18,20192020
11,11,11,11,11,2019-10-03,Connor Hellebuyck,away,Winnipeg Jets,New York Rangers,59.15,5,2.37,20192020
12,12,12,12,12,2019-10-03,Matt Murray,home,Pittsburgh Penguins,Buffalo Sabres,57.75,3,3.47,20192020
13,13,13,13,13,2019-10-03,Carter Hutton,away,Buffalo Sabres,Pittsburgh Penguins,60.0,1,2.04,20192020
14,14,14,14,14,2019-10-03,Petr Mrazek,home,Carolina Hurricanes,Montreal Canadiens,65.0,3,2.84,20192020
15,15,15,15,15,2019-10-03,Carey Price,away,Montreal Canadiens,Carolina Hurricanes,64.9167,3,4.77,20192020
16,16,16,16,16,2019-10-03,Pekka Rinne,home,Nashville Predators,Minnesota Wild,60.0,2,1.41,20192020
17,17,17,17,17,2019-10-03,Devan Dubnyk,away,Minnesota Wild,Nashville Predators,59.2667,4,2.7,20192020
18,18,18,18,18,2019-10-03,Ben Bishop,home,Dallas Stars,Boston Bruins,58.6,2,1.62,20192020
19,19,19,19,19,2019-10-03,Tuukka Rask,away,Boston Bruins,Dallas Stars,59.8,1,2.07,20192020
20,20,20,20,20,2019-10-03,Philipp Grubauer,home,Colorado Avalanche,Calgary Flames,59.8667,3,2.85,20192020
21,21,21,21,21,2019-10-03,David Rittich,away,Calgary Flames,Colorado Avalanche,59.1833,4,3.0,20192020
22,22,22,22,22,2019-10-03,John Gibson,home,Anaheim Ducks,Arizona Coyotes,60.0,1,2.44,20192020
23,23,23,23,23,2019-10-03,Darcy Kuemper,away,Arizona Coyotes,Anaheim Ducks,57.9667,2,2.37,20192020
24,24,24,24,24,2019-10-04,Mackenzie Blackwood,home,New Jersey Devils,Winnipeg Jets,22.3167,2,0.75,20192020
25,25,25,25,25,2019-10-04,Cory Schneider,home,New Jersey Devils,Winnipeg Jets,42.6833,2,1.14,20192020
26,26,26,26,26,2019-10-04,Laurent Brossoit,away,Winnipeg Jets,New Jersey Devils,65.0,4,3.32,20192020
27,27,27,27,27,2019-10-04,Semyon Varlamov,home,New York Islanders,Washington Capitals,78.1833,2,2.02,20192020
28,28,28,28,28,2019-10-04,Ilya Samsonov,away,Washington Capitals,New York Islanders,59.75,1,1.59,20192020
29,29,29,29,29,2019-10-04,Joonas Korpisalo,home,Columbus Blue Jackets,Toronto Maple Leafs,60.0,4,2.02,20192020
30,30,30,30,30,2019-10-04,Frederik Andersen,away,Toronto Maple Leafs,Columbus Blue Jackets,60.0,1,2.17,20192020
31,31,31,31,31,2019-10-04,Carter Hart,home,Philadelphia Flyers,Chicago Blackhawks,60.0,3,1.95,20192020
32,32,32,32,32,2019-10-04,Corey Crawford,away,Chicago Blackhawks,Philadelphia Flyers,58.0667,4,3.1,20192020
33,33,33,33,33,2019-10-04,Aaron Dell,home,San Jose Sharks,Vegas Golden Knights,20.0,1,0.46,20192020
34,34,34,34,34,2019-10-04,Martin Jones,home,San Jose Sharks,Vegas Golden Knights,40.0,4,2.58,20192020
35,35,35,35,35,2019-10-04,Marc-Andre Fleury,away,Vegas Golden Knights,San Jose Sharks,60.0,1,3.93,20192020
36,36,36,36,36,2019-10-05,Carter Hutton,home,Buffalo Sabres,New Jersey Devils,60.0,2,1.96,20192020
37,37,37,37,37,2019-10-05,Mackenzie Blackwood,away,New Jersey Devils,Buffalo Sabres,59.7667,7,2.96,20192020
38,38,38,38,38,2019-10-05,Michael Hutchinson,home,Toronto Maple Leafs,Montreal Canadiens,64.8667,5,4.01,20192020
39,39,39,39,39,2019-10-05,Carey Price,away,Montreal Canadiens,Toronto Maple Leafs,65.0,5,3.57,20192020
40,40,40,40,40,2019-10-05,Craig Anderson,home,Ottawa Senators,New York Rangers,60.0,4,1.76,20192020
41,41,41,41,41,2019-10-05,Alexandar Georgiev,away,New York Rangers,Ottawa Senators,60.0,1,2.74,20192020
42,42,42,42,42,2019-10-05,Sergei Bobrovsky,home,Florida Panthers,Tampa Bay Lightning,60.0,3,4.1,20192020
43,43,43,43,43,2019-10-05,Andrei Vasilevskiy,away,Tampa Bay Lightning,Florida Panthers,58.5,4,2.08,20192020
44,44,44,44,44,2019-10-05,Matt Murray,home,Pittsburgh Penguins,Columbus Blue Jackets,59.9167,2,2.17,20192020
45,45,45,45,45,2019-10-05,Elvis Merzlikins,away,Columbus Blue Jackets,Pittsburgh Penguins,60.0,7,3.0,20192020
46,46,46,46,46,2019-10-05,Braden Holtby,home,Washington Capitals,Carolina Hurricanes,63.9333,3,2.52,20192020
47,47,47,47,47,2019-10-05,James Reimer,away,Carolina Hurricanes,Washington Capitals,64.0167,2,3.31,20192020
48,48,48,48,48,2019-10-05,Jordan Binnington,home,St Louis Blues,Dallas Stars,60.0,2,2.69,20192020
49,49,49,49,49,2019-10-05,Ben Bishop,away,Dallas Stars,St Louis Blues,57.75,3,1.39,20192020
50,50,50,50,50,2019-10-05,Juuse Saros,home,Nashville Predators,Detroit Red Wings,57.8833,4,1.54,20192020
51,51,51,51,51,2019-10-05,Jimmy Howard,away,Detroit Red Wings,Nashville Predators,59.7167,3,2.46,20192020
52,52,52,52,52,2019-10-05,Philipp Grubauer,home,Colorado Avalanche,Minnesota Wild,60.0,2,2.04,20192020
53,53,53,53,53,2019-10-05,Devan Dubnyk,away,Minnesota Wild,Colorado Avalanche,58.05,3,2.37,20192020
54,54,54,54,54,2019-10-05,Darcy Kuemper,home,Arizona Coyotes,Boston Bruins,59.2,1,1.81,20192020
55,55,55,55,55,2019-10-05,Jaroslav Halak,away,Boston Bruins,Arizona Coyotes,60.0,0,2.37,20192020
56,56,56,56,56,2019-10-05,David Rittich,home,Calgary Flames,Vancouver Canucks,60.0,0,2.53,20192020
57,57,57,57,57,2019-10-05,Jacob Markstrom,away,Vancouver Canucks,Calgary Flames,58.6333,2,2.39,20192020
58,58,58,58,58,2019-10-05,Mike Smith,home,Edmonton Oilers,Los Angeles Kings,59.9,5,3.0,20192020
59,59,59,59,59,2019-10-05,Jonathan Quick,away,Los Angeles Kings,Edmonton Oilers,58.15,6,3.18,20192020
60,60,60,60,60,2019-10-05,John Gibson,home,Anaheim Ducks,San Jose Sharks,60.0,1,2.82,20192020
61,61,61,61,61,2019-10-05,Aaron Dell,away,San Jose Sharks,Anaheim Ducks,56.85,3,2.98,20192020
62,62,62,62,62,2019-10-06,Petr Mrazek,home,Carolina Hurricanes,Tampa Bay Lightning,61.8,3,1.18,20192020
63,63,63,63,63,2019-10-06,Curtis McElhinney,away,Tampa Bay Lightning,Carolina Hurricanes,61.8833,4,3.89,20192020
64,64,64,64,64,2019-10-06,Jonathan Bernier,home,Detroit Red Wings,Dallas Stars,60.0,3,2.13,20192020
65,65,65,65,65,2019-10-06,Anton Khudobin,away,Dallas Stars,Detroit Red Wings,59.1,4,2.4,20192020
66,66,66,66,66,2019-10-06,Thomas Greiss,home,New York Islanders,Winnipeg Jets,60.0,1,1.97,20192020
67,67,67,67,67,2019-10-06,Laurent Brossoit,away,Winnipeg Jets,New York Islanders,60.0,4,3.18,20192020
68,68,68,68,68,2019-10-07,Frederik Andersen,home,Toronto Maple Leafs,St Louis Blues,57.7333,3,2.13,20192020
69,69,69,69,69,2019-10-07,Jordan Binnington,away,St Louis Blues,Toronto Maple Leafs,59.6333,2,3.45,20192020
70,70,70,70,70,2019-10-07,Joonas Korpisalo,home,Columbus Blue Jackets,Buffalo Sabres,61.7833,3,1.67,20192020
