,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,Player,Venue,Team,Opposition,TOI,Goals Against,Expected Goals Against,Season
0,0,0,0,0,2013-01-19,Ilya Bryzgalov,home,Philadelphia Flyers,Pittsburgh Penguins,58.6167,2,2.44,20122013
1,1,1,1,1,2013-01-19,Marc-Andre Fleury,away,Pittsburgh Penguins,Philadelphia Flyers,60.0,1,2.84,20122013
2,2,2,2,2,2013-01-19,Ondrej Pavelec,home,Winnipeg Jets,Ottawa Senators,60.0,4,2.62,20122013
3,3,3,3,3,2013-01-19,Craig Anderson,away,Ottawa Senators,Winnipeg Jets,59.9667,1,2.64,20122013
4,4,4,4,4,2013-01-19,Jonathan Quick,home,Los Angeles Kings,Chicago Blackhawks,59.2833,5,1.85,20122013
5,5,5,5,5,2013-01-19,Corey Crawford,away,Chicago Blackhawks,Los Angeles Kings,59.8833,2,2.12,20122013
6,6,6,6,6,2013-01-19,Tuukka Rask,home,Boston Bruins,New York Rangers,59.9333,1,1.64,20122013
7,7,7,7,7,2013-01-19,Henrik Lundqvist,away,New York Rangers,Boston Bruins,59.1667,3,2.13,20122013
8,8,8,8,8,2013-01-19,Carey Price,home,Montreal Canadiens,Toronto Maple Leafs,58.8833,2,2.29,20122013
9,9,9,9,9,2013-01-19,Ben Scrivens,away,Toronto Maple Leafs,Montreal Canadiens,60.0,1,1.5,20122013
10,10,10,10,10,2013-01-19,Evgeni Nabokov,home,New York Islanders,New Jersey Devils,58.8833,2,2.42,20122013
11,11,11,11,11,2013-01-19,Martin Brodeur,away,New Jersey Devils,New York Islanders,60.0,1,2.55,20122013
12,12,12,12,12,2013-01-19,Anders Lindback,home,Tampa Bay Lightning,Washington Capitals,60.0,3,2.24,20122013
13,13,13,13,13,2013-01-19,Braden Holtby,away,Washington Capitals,Tampa Bay Lightning,59.8,6,2.5,20122013
14,14,14,14,14,2013-01-19,Jaroslav Halak,home,St Louis Blues,Detroit Red Wings,60.0,0,1.74,20122013
15,15,15,15,15,2013-01-19,Jimmy Howard,away,Detroit Red Wings,St Louis Blues,41.25,5,2.69,20122013
16,16,16,16,16,2013-01-19,Jonas Gustavsson,away,Detroit Red Wings,St Louis Blues,18.75,1,0.44,20122013
17,17,17,17,17,2013-01-19,Pekka Rinne,home,Nashville Predators,Columbus Blue Jackets,65.0,2,1.65,20122013
18,18,18,18,18,2013-01-19,Sergei Bobrovsky,away,Columbus Blue Jackets,Nashville Predators,65.0,2,2.35,20122013
19,19,19,19,19,2013-01-19,Kari Lehtonen,home,Dallas Stars,Phoenix Coyotes,59.9167,3,3.5,20122013
20,20,20,20,20,2013-01-19,Mike Smith,away,Phoenix Coyotes,Dallas Stars,58.8833,4,2.89,20122013
21,21,21,21,21,2013-01-19,Niklas Backstrom,home,Minnesota Wild,Colorado Avalanche,59.6167,2,2.14,20122013
22,22,22,22,22,2013-01-19,Semyon Varlamov,away,Colorado Avalanche,Minnesota Wild,58.6,4,3.79,20122013
23,23,23,23,23,2013-01-19,Roberto Luongo,home,Vancouver Canucks,Anaheim Ducks,33.3833,2,1.21,20122013
24,24,24,24,24,2013-01-19,Cory Schneider,home,Vancouver Canucks,Anaheim Ducks,26.6167,5,1.21,20122013
25,25,25,25,25,2013-01-19,Jonas Hiller,away,Anaheim Ducks,Vancouver Canucks,60.0,3,2.29,20122013
26,26,26,26,26,2013-01-20,Ryan Miller,home,Buffalo Sabres,Philadelphia Flyers,59.9667,2,2.08,20122013
27,27,27,27,27,2013-01-20,Ilya Bryzgalov,away,Philadelphia Flyers,Buffalo Sabres,59.1167,4,2.81,20122013
28,28,28,28,28,2013-01-20,Henrik Lundqvist,home,New York Rangers,Pittsburgh Penguins,29.1833,4,2.1,20122013
29,29,29,29,29,2013-01-20,Martin Biron,home,New York Rangers,Pittsburgh Penguins,30.7,1,2.45,20122013
30,30,30,30,30,2013-01-20,Tomas Vokoun,away,Pittsburgh Penguins,New York Rangers,59.9167,3,4.25,20122013
31,31,31,31,31,2013-01-20,Miikka Kiprusoff,home,Calgary Flames,San Jose Sharks,59.9333,4,2.27,20122013
32,32,32,32,32,2013-01-20,Antti Niemi,away,San Jose Sharks,Calgary Flames,59.8167,1,2.81,20122013
33,33,33,33,33,2013-01-20,Josh Harding,home,Minnesota Wild,Dallas Stars,59.7,0,1.3,20122013
34,34,34,34,34,2013-01-20,Cristopher Nilstorp,away,Dallas Stars,Minnesota Wild,58.9333,1,2.24,20122013
35,35,35,35,35,2013-01-20,Roberto Luongo,home,Vancouver Canucks,Edmonton Oilers,65.0,2,2.37,20122013
36,36,36,36,36,2013-01-20,Devan Dubnyk,away,Edmonton Oilers,Vancouver Canucks,64.85,2,2.31,20122013
37,37,37,37,37,2013-01-20,Mike Smith,home,Phoenix Coyotes,Chicago Blackhawks,60.0,6,2.25,20122013
38,38,38,38,38,2013-01-20,Ray Emery,away,Chicago Blackhawks,Phoenix Coyotes,60.0,4,2.39,20122013
39,39,39,39,39,2013-01-21,Tuukka Rask,home,Boston Bruins,Winnipeg Jets,65.0,1,1.94,20122013
40,40,40,40,40,2013-01-21,Ondrej Pavelec,away,Winnipeg Jets,Boston Bruins,64.8167,1,2.06,20122013
41,41,41,41,41,2013-01-21,Evgeni Nabokov,home,New York Islanders,Tampa Bay Lightning,60.0,3,2.25,20122013
42,42,42,42,42,2013-01-21,Anders Lindback,away,Tampa Bay Lightning,New York Islanders,59.6667,4,5.73,20122013
43,43,43,43,43,2013-01-21,Pekka Rinne,home,Nashville Predators,St Louis Blues,64.9333,3,2.66,20122013
44,44,44,44,44,2013-01-21,Brian Elliott,away,St Louis Blues,Nashville Predators,32.1167,0,0.83,20122013
45,45,45,45,45,2013-01-21,Jaroslav Halak,away,St Louis Blues,Nashville Predators,32.8833,3,1.2,20122013
46,46,46,46,46,2013-01-21,Ben Scrivens,home,Toronto Maple Leafs,Buffalo Sabres,57.5333,2,1.87,20122013
47,47,47,47,47,2013-01-21,Ryan Miller,away,Buffalo Sabres,Toronto Maple Leafs,60.0,1,3.32,20122013
48,48,48,48,48,2013-01-21,Craig Anderson,home,Ottawa Senators,Florida Panthers,59.9167,0,1.94,20122013
49,49,49,49,49,2013-01-21,Jose Theodore,away,Florida Panthers,Ottawa Senators,60.0,4,2.9,20122013
50,50,50,50,50,2013-01-21,Sergei Bobrovsky,home,Columbus Blue Jackets,Detroit Red Wings,64.8,3,3.41,20122013
51,51,51,51,51,2013-01-21,Jimmy Howard,away,Detroit Red Wings,Columbus Blue Jackets,65.0,3,2.16,20122013
52,52,52,52,52,2013-01-21,Miikka Kiprusoff,home,Calgary Flames,Anaheim Ducks,59.1333,5,2.5,20122013
53,53,53,53,53,2013-01-21,Jonas Hiller,away,Anaheim Ducks,Calgary Flames,60.0,4,2.27,20122013
54,54,54,54,54,2013-01-22,Braden Holtby,home,Washington Capitals,Winnipeg Jets,59.3667,4,2.85,20122013
55,55,55,55,55,2013-01-22,Ondrej Pavelec,away,Winnipeg Jets,Washington Capitals,60.0,2,1.93,20122013
56,56,56,56,56,2013-01-22,Cam Ward,home,Carolina Hurricanes,Tampa Bay Lightning,60.0,4,2.98,20122013
57,57,57,57,57,2013-01-22,Mathieu Garon,away,Tampa Bay Lightning,Carolina Hurricanes,59.8333,1,3.97,20122013
58,58,58,58,58,2013-01-22,Carey Price,home,Montreal Canadiens,Florida Panthers,59.7,1,2.91,20122013
59,59,59,59,59,2013-01-22,Scott Clemmensen,away,Florida Panthers,Montreal Canadiens,60.0,4,4.58,20122013
60,60,60,60,60,2013-01-22,Martin Brodeur,home,New Jersey Devils,Philadelphia Flyers,59.75,0,1.6,20122013
61,61,61,61,61,2013-01-22,Ilya Bryzgalov,away,Philadelphia Flyers,New Jersey Devils,60.0,3,2.54,20122013
62,62,62,62,62,2013-01-22,Jimmy Howard,home,Detroit Red Wings,Dallas Stars,58.2833,2,2.64,20122013
63,63,63,63,63,2013-01-22,Kari Lehtonen,away,Dallas Stars,Detroit Red Wings,60.0,1,3.16,20122013
64,64,64,64,64,2013-01-22,Niklas Backstrom,home,Minnesota Wild,Nashville Predators,59.4,3,1.76,20122013
65,65,65,65,65,2013-01-22,Chris Mason,away,Nashville Predators,Minnesota Wild,60.0,1,1.85,20122013
66,66,66,66,66,2013-01-22,Corey Crawford,home,Chicago Blackhawks,St Louis Blues,60.0,2,2.2,20122013
67,67,67,67,67,2013-01-22,Brian Elliott,away,St Louis Blues,Chicago Blackhawks,58.9333,3,2.17,20122013
68,68,68,68,68,2013-01-22,Semyon Varlamov,home,Colorado Avalanche,Los Angeles Kings,60.0,1,2.6,20122013
69,69,69,69,69,2013-01-22,Jonathan Quick,away,Los Angeles Kings,Colorado Avalanche,58.0,3,2.51,20122013
70,70,70,70,70,2013-01-22,Yann Danis,home,Edmonton Oilers,San Jose Sharks,40.0,0,0.88,20122013
71,71,71,71,71,2013-01-22,Devan Dubnyk,home,Edmonton Oilers,San Jose Sharks,20.0,6,2.35,20122013
72,72,72,72,72,2013-01-22,Antti Niemi,away,San Jose Sharks,Edmonton Oilers,60.0,3,2.38,20122013
73,73,73,73,73,2013-01-23,Marc-Andre Fleury,home,Pittsburgh Penguins,Toronto Maple Leafs,59.5333,5,2.27,20122013
74,74,74,74,74,2013-01-23,James Reimer,away,Toronto Maple Leafs,Pittsburgh Penguins,60.0,2,2.83,20122013
75,75,75,75,75,2013-01-23,Henrik Lundqvist,home,New York Rangers,Boston Bruins,60.45,3,2.75,20122013
76,76,76,76,76,2013-01-23,Tuukka Rask,away,Boston Bruins,New York Rangers,59.7833,4,3.95,20122013
77,77,77,77,77,2013-01-23,Cory Schneider,home,Vancouver Canucks,Calgary Flames,64.9833,2,3.46,20122013
78,78,78,78,78,2013-01-23,Miikka Kiprusoff,away,Calgary Flames,Vancouver Canucks,64.9833,2,2.54,20122013
79,79,79,79,79,2013-01-23,Jason LaBarbera,home,Phoenix Coyotes,Columbus Blue Jackets,49.0,1,2.28,20122013
80,80,80,80,80,2013-01-23,Mike Smith,home,Phoenix Coyotes,Columbus Blue Jackets,11.0,0,0.24,20122013
81,81,81,81,81,2013-01-23,Steve Mason,away,Columbus Blue Jackets,Phoenix Coyotes,59.8833,5,2.8,20122013
82,82,82,82,82,2013-01-24,Ben Scrivens,home,Toronto Maple Leafs,New York Islanders,44.5833,5,1.68,20122013
83,83,83,83,83,2013-01-24,James Reimer,home,Toronto Maple Leafs,New York Islanders,13.9833,1,0.34,20122013
84,84,84,84,84,2013-01-24,Evgeni Nabokov,away,New York Islanders,Toronto Maple Leafs,60.0,4,3.39,20122013
85,85,85,85,85,2013-01-24,Ilya Bryzgalov,home,Philadelphia Flyers,New York Rangers,60.0,1,2.86,20122013
86,86,86,86,86,2013-01-24,Henrik Lundqvist,away,New York Rangers,Philadelphia Flyers,58.9,2,3.37,20122013
87,87,87,87,87,2013-01-24,Michal Neuvirth,home,Washington Capitals,Montreal Canadiens,60.0,4,2.44,20122013
88,88,88,88,88,2013-01-24,Carey Price,away,Montreal Canadiens,Washington Capitals,60.0,1,2.41,20122013
89,89,89,89,89,2013-01-24,Cam Ward,home,Carolina Hurricanes,Buffalo Sabres,59.8,3,3.02,20122013
90,90,90,90,90,2013-01-24,Jhonas Enroth,away,Buffalo Sabres,Carolina Hurricanes,59.9167,5,3.42,20122013
91,91,91,91,91,2013-01-24,Jose Theodore,home,Florida Panthers,Ottawa Senators,58.9167,2,3.02,20122013
92,92,92,92,92,2013-01-24,Craig Anderson,away,Ottawa Senators,Florida Panthers,60.0,1,1.71,20122013
93,93,93,93,93,2013-01-24,Jaroslav Halak,home,St Louis Blues,Nashville Predators,60.0,0,1.08,20122013
94,94,94,94,94,2013-01-24,Pekka Rinne,away,Nashville Predators,St Louis Blues,59.7167,3,1.59,20122013
