,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,Player,Venue,Team,Opposition,TOI,Goals Against,Expected Goals Against,Season
0,0,0,0,0,2018-10-03,Frederik Andersen,home,Toronto Maple Leafs,Montreal Canadiens,61.0167,2,3.84,20182019
1,1,1,1,1,2018-10-03,Carey Price,away,Montreal Canadiens,Toronto Maple Leafs,61.0167,3,3.07,20182019
2,2,2,2,2,2018-10-03,Braden Holtby,home,Washington Capitals,Boston Bruins,59.9333,0,1.43,20182019
3,3,3,3,3,2018-10-03,Tuukka Rask,away,Boston Bruins,Washington Capitals,27.4667,5,1.4,20182019
4,4,4,4,4,2018-10-03,Jaroslav Halak,away,Boston Bruins,Washington Capitals,32.5333,2,1.82,20182019
5,5,5,5,5,2018-10-03,Jacob Markstrom,home,Vancouver Canucks,Calgary Flames,60.0,2,3.89,20182019
6,6,6,6,6,2018-10-03,Mike Smith,away,Calgary Flames,Vancouver Canucks,58.6167,4,2.54,20182019
7,7,7,7,7,2018-10-03,Martin Jones,home,San Jose Sharks,Anaheim Ducks,58.9,4,1.11,20182019
8,8,8,8,8,2018-10-03,John Gibson,away,Anaheim Ducks,San Jose Sharks,60.0,2,3.16,20182019
9,9,9,9,9,2018-10-04,Carter Hutton,home,Buffalo Sabres,Boston Bruins,55.15,3,1.58,20182019
10,10,10,10,10,2018-10-04,Jaroslav Halak,away,Boston Bruins,Buffalo Sabres,60.0,0,2.36,20182019
11,11,11,11,11,2018-10-04,Henrik Lundqvist,home,New York Rangers,Nashville Predators,58.8667,2,2.3,20182019
12,12,12,12,12,2018-10-04,Pekka Rinne,away,Nashville Predators,New York Rangers,60.0,2,3.1,20182019
13,13,13,13,13,2018-10-04,Matt Murray,home,Pittsburgh Penguins,Washington Capitals,61.3333,6,2.63,20182019
14,14,14,14,14,2018-10-04,Braden Holtby,away,Washington Capitals,Pittsburgh Penguins,61.3333,7,4.52,20182019
15,15,15,15,15,2018-10-04,Petr Mrazek,home,Carolina Hurricanes,New York Islanders,59.2667,2,1.88,20182019
16,16,16,16,16,2018-10-04,Thomas Greiss,away,New York Islanders,Carolina Hurricanes,60.7167,1,3.67,20182019
17,17,17,17,17,2018-10-04,Craig Anderson,home,Ottawa Senators,Chicago Blackhawks,60.6333,4,2.88,20182019
18,18,18,18,18,2018-10-04,Cam Ward,away,Chicago Blackhawks,Ottawa Senators,60.6333,3,2.48,20182019
19,19,19,19,19,2018-10-04,Jimmy Howard,home,Detroit Red Wings,Columbus Blue Jackets,62.1833,3,3.5,20182019
20,20,20,20,20,2018-10-04,Joonas Korpisalo,away,Columbus Blue Jackets,Detroit Red Wings,62.1833,2,1.49,20182019
21,21,21,21,21,2018-10-04,Jake Allen,home,St Louis Blues,Winnipeg Jets,60.0,5,2.47,20182019
22,22,22,22,22,2018-10-04,Connor Hellebuyck,away,Winnipeg Jets,St Louis Blues,59.8833,1,3.93,20182019
23,23,23,23,23,2018-10-04,Ben Bishop,home,Dallas Stars,Arizona Coyotes,59.95,0,2.06,20182019
24,24,24,24,24,2018-10-04,Antti Raanta,away,Arizona Coyotes,Dallas Stars,60.0,3,2.65,20182019
25,25,25,25,25,2018-10-04,Semyon Varlamov,home,Colorado Avalanche,Minnesota Wild,60.0,1,2.81,20182019
26,26,26,26,26,2018-10-04,Devan Dubnyk,away,Minnesota Wild,Colorado Avalanche,59.35,2,2.45,20182019
27,27,27,27,27,2018-10-04,Marc-Andre Fleury,home,Vegas Golden Knights,Philadelphia Flyers,30.1833,5,1.48,20182019
28,28,28,28,28,2018-10-04,Malcolm Subban,home,Vegas Golden Knights,Philadelphia Flyers,29.8167,0,0.97,20182019
29,29,29,29,29,2018-10-04,Brian Elliott,away,Philadelphia Flyers,Vegas Golden Knights,59.35,2,3.62,20182019
30,30,30,30,30,2018-10-05,Sergei Bobrovsky,home,Columbus Blue Jackets,Carolina Hurricanes,58.7,3,2.68,20182019
31,31,31,31,31,2018-10-05,Curtis McElhinney,away,Carolina Hurricanes,Columbus Blue Jackets,60.0,1,2.98,20182019
32,32,32,32,32,2018-10-05,Jonathan Quick,home,Los Angeles Kings,San Jose Sharks,62.9,3,3.02,20182019
33,33,33,33,33,2018-10-05,Martin Jones,away,San Jose Sharks,Los Angeles Kings,62.9,2,3.5,20182019
34,34,34,34,34,2018-10-06,Carter Hutton,home,Buffalo Sabres,New York Rangers,59.6167,1,2.85,20182019
35,35,35,35,35,2018-10-06,Henrik Lundqvist,away,New York Rangers,Buffalo Sabres,57.7167,2,2.29,20182019
36,36,36,36,36,2018-10-06,Frederik Andersen,home,Toronto Maple Leafs,Ottawa Senators,56.7667,4,2.11,20182019
37,37,37,37,37,2018-10-06,Craig Anderson,away,Ottawa Senators,Toronto Maple Leafs,60.0,3,3.52,20182019
38,38,38,38,38,2018-10-06,Andrei Vasilevskiy,home,Tampa Bay Lightning,Florida Panthers,65.0,1,2.66,20182019
39,39,39,39,39,2018-10-06,Roberto Luongo,away,Florida Panthers,Tampa Bay Lightning,32.35,0,1.1,20182019
40,40,40,40,40,2018-10-06,James Reimer,away,Florida Panthers,Tampa Bay Lightning,32.5,1,1.03,20182019
41,41,41,41,41,2018-10-06,Keith Kinkaid,home,New Jersey Devils,Edmonton Oilers,60.0,2,1.57,20182019
42,42,42,42,42,2018-10-06,Cam Talbot,away,Edmonton Oilers,New Jersey Devils,59.25,4,2.54,20182019
43,43,43,43,43,2018-10-06,Thomas Greiss,home,New York Islanders,Nashville Predators,58.1167,4,1.81,20182019
44,44,44,44,44,2018-10-06,Juuse Saros,away,Nashville Predators,New York Islanders,60.0,3,2.84,20182019
45,45,45,45,45,2018-10-06,Matt Murray,home,Pittsburgh Penguins,Montreal Canadiens,59.3,5,2.41,20182019
46,46,46,46,46,2018-10-06,Carey Price,away,Montreal Canadiens,Pittsburgh Penguins,60.0,1,2.12,20182019
47,47,47,47,47,2018-10-06,Ben Bishop,home,Dallas Stars,Winnipeg Jets,60.0,1,1.89,20182019
48,48,48,48,48,2018-10-06,Connor Hellebuyck,away,Winnipeg Jets,Dallas Stars,59.9167,5,3.5,20182019
49,49,49,49,49,2018-10-06,Jake Allen,home,St Louis Blues,Chicago Blackhawks,62.1667,5,2.57,20182019
50,50,50,50,50,2018-10-06,Cam Ward,away,Chicago Blackhawks,St Louis Blues,62.15,4,2.5,20182019
51,51,51,51,51,2018-10-06,Devan Dubnyk,home,Minnesota Wild,Vegas Golden Knights,65.0,1,3.04,20182019
52,52,52,52,52,2018-10-06,Marc-Andre Fleury,away,Vegas Golden Knights,Minnesota Wild,64.5167,1,1.92,20182019
53,53,53,53,53,2018-10-06,Semyon Varlamov,home,Colorado Avalanche,Philadelphia Flyers,60.0,2,2.2,20182019
54,54,54,54,54,2018-10-06,Brian Elliott,away,Philadelphia Flyers,Colorado Avalanche,59.4833,4,3.02,20182019
55,55,55,55,55,2018-10-06,Antti Raanta,home,Arizona Coyotes,Anaheim Ducks,59.0833,1,1.59,20182019
56,56,56,56,56,2018-10-06,John Gibson,away,Anaheim Ducks,Arizona Coyotes,60.0,0,4.04,20182019
57,57,57,57,57,2018-10-06,Mike Smith,home,Calgary Flames,Vancouver Canucks,59.9,4,1.95,20182019
58,58,58,58,58,2018-10-06,Jacob Markstrom,away,Vancouver Canucks,Calgary Flames,59.15,5,3.78,20182019
59,59,59,59,59,2018-10-07,Petr Mrazek,home,Carolina Hurricanes,New York Rangers,60.0,5,3.11,20182019
60,60,60,60,60,2018-10-07,Alexandar Georgiev,away,New York Rangers,Carolina Hurricanes,58.4167,7,3.88,20182019
61,61,61,61,61,2018-10-07,Cam Ward,home,Chicago Blackhawks,Toronto Maple Leafs,58.7167,7,2.91,20182019
62,62,62,62,62,2018-10-07,Garret Sparks,away,Toronto Maple Leafs,Chicago Blackhawks,60.3167,6,2.27,20182019
63,63,63,63,63,2018-10-07,Jack Campbell,home,Los Angeles Kings,Detroit Red Wings,60.0,2,3.84,20182019
64,64,64,64,64,2018-10-07,Jonathan Bernier,away,Detroit Red Wings,Los Angeles Kings,58.3,3,1.95,20182019
65,65,65,65,65,2018-10-08,Tuukka Rask,home,Boston Bruins,Ottawa Senators,60.0,3,2.85,20182019
66,66,66,66,66,2018-10-08,Mike Condon,away,Ottawa Senators,Boston Bruins,59.75,5,2.73,20182019
67,67,67,67,67,2018-10-08,Robin Lehner,home,New York Islanders,San Jose Sharks,59.6833,0,2.82,20182019
68,68,68,68,68,2018-10-08,Martin Jones,away,San Jose Sharks,New York Islanders,56.35,3,2.96,20182019
69,69,69,69,69,2018-10-08,Carter Hutton,home,Buffalo Sabres,Vegas Golden Knights,60.0,2,2.06,20182019
