,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,Player,Venue,Team,Opposition,TOI,Goals Against,Expected Goals Against,Season
0,0,0,0,0,2009-10-01,Tim Thomas,home,Boston Bruins,Washington Capitals,60.0,4,2.39,20092010
1,1,1,1,1,2009-10-01,Jose Theodore,away,Washington Capitals,Boston Bruins,60.0,1,1.29,20092010
2,2,2,2,2,2009-10-01,Vesa Toskala,home,Toronto Maple Leafs,Montreal Canadiens,64.5,4,3.33,20092010
3,3,3,3,3,2009-10-01,Carey Price,away,Montreal Canadiens,Toronto Maple Leafs,44.5167,3,4.14,20092010
4,4,4,4,4,2009-10-01,Craig Anderson,home,Colorado Avalanche,San Jose Sharks,60.0,2,4.03,20092010
5,5,5,5,5,2009-10-01,Evgeni Nabokov,away,San Jose Sharks,Colorado Avalanche,59.6,5,2.45,20092010
6,6,6,6,6,2009-10-01,Miikka Kiprusoff,home,Calgary Flames,Vancouver Canucks,59.95,3,2.95,20092010
7,7,7,7,7,2009-10-01,Roberto Luongo,away,Vancouver Canucks,Calgary Flames,59.1667,4,2.01,20092010
8,8,8,8,8,2009-10-02,Cam Ward,home,Carolina Hurricanes,Philadelphia Flyers,58.1,2,3.05,20092010
9,9,9,9,9,2009-10-02,Ray Emery,away,Philadelphia Flyers,Carolina Hurricanes,59.6333,0,3.08,20092010
10,10,10,10,10,2009-10-02,Marc-Andre Fleury,home,Pittsburgh Penguins,New York Rangers,60.0,2,2.14,20092010
11,11,11,11,11,2009-10-02,Henrik Lundqvist,away,New York Rangers,Pittsburgh Penguins,58.6833,3,2.74,20092010
12,12,12,12,12,2009-10-02,Cristobal Huet,home,Chicago Blackhawks,Florida Panthers,64.85,3,1.97,20092010
13,13,13,13,13,2009-10-02,Tomas Vokoun,away,Florida Panthers,Chicago Blackhawks,65.0,3,4.59,20092010
14,14,14,14,14,2009-10-02,Chris Osgood,home,Detroit Red Wings,St Louis Blues,59.1167,4,2.88,20092010
15,15,15,15,15,2009-10-02,Chris Mason,away,St Louis Blues,Detroit Red Wings,59.9667,3,3.46,20092010
16,16,16,16,16,2009-10-03,Craig Anderson,home,Colorado Avalanche,Vancouver Canucks,59.7333,0,3.28,20092010
17,17,17,17,17,2009-10-03,Roberto Luongo,away,Vancouver Canucks,Colorado Avalanche,59.9333,3,2.52,20092010
18,18,18,18,18,2009-10-03,Tim Thomas,home,Boston Bruins,Carolina Hurricanes,59.7,2,2.08,20092010
19,19,19,19,19,2009-10-03,Cam Ward,away,Carolina Hurricanes,Boston Bruins,30.6167,4,2.88,20092010
20,20,20,20,20,2009-10-03,Michael Leighton,away,Carolina Hurricanes,Boston Bruins,29.3833,3,0.74,20092010
21,21,21,21,21,2009-10-03,Ryan Miller,home,Buffalo Sabres,Montreal Canadiens,62.7,2,1.86,20092010
22,22,22,22,22,2009-10-03,Carey Price,away,Montreal Canadiens,Buffalo Sabres,62.7,1,2.51,20092010
