,Date,Player,Venue,Team,Opposition,Position,TOI,Goals,First Assists,Second Assists,ixG,Shots Blocked,Total Penalties,Penalties Drawn,Faceoffs Won,Faceoffs Lost,GF,GA,xGF,xGA,Season,exGF,exGA,eGF,eGA,GFAA,GAAA,xGFAA,xGAAA,Production,Misc,Offense,Defense,Score,dob,Age,Career Game,Projection,Kalman,XGB,adjXGB,XGB_Lowess,adjXGB_Lowess,multiplier,Potential
0,2015-11-10,Kurtis Gabriel,home,Minnesota Wild,Winnipeg Jets,R,2.85,0,0,0,0.0,0,1,1,0,0,0,0,0.0,0.3,20152016,0.1462,0.1462,0.1462,0.1462,-0.1462,0.1462,-0.1462,-0.1538,0.0,0.0,-0.491375,0.24625125000000003,-0.24512374999999997,1993-04-20,22.572602739726026,1,0.0,-0.02304142825996928,-0.02304142825996928,-0.026287998468785136,-0.02300747956070242,-0.026287285323992167,1.0495110387177276,-0.02192209391986245
1,2015-11-25,Kurtis Gabriel,home,Minnesota Wild,Vancouver Canucks,R,5.8,0,0,0,0.01,0,0,0,0,0,0,0,0.04,0.27,20152016,0.24059999999999998,0.24059999999999998,0.24059999999999998,0.24059999999999998,-0.24059999999999998,0.24059999999999998,-0.20059999999999997,-0.029400000000000037,0.005,0.0,-0.525375,0.3981412499999999,-0.12223375000000014,1993-04-20,22.613698630136987,2,-0.023137550589898657,-0.031648221061882004,-0.031648221061882004,-0.03632868780552487,-0.0230515203033817,-0.026335657932333754,1.0468695506249335,-0.022019477297454102
2,2015-11-27,Kurtis Gabriel,home,Minnesota Wild,Winnipeg Jets,R,4.8333333333333,0,0,0,0.0,0,1,1,0,0,1,0,0.39,0.12,20152016,0.2096666666666656,0.2096666666666656,0.2096666666666656,0.2096666666666656,0.7903333333333344,0.2096666666666656,0.1803333333333344,0.08966666666666562,0.0,0.0,0.33770833333333394,0.6200812499999988,0.9577895833333328,1993-04-20,22.61917808219178,3,-0.03191085126104538,0.04819797052310007,0.04819797052310007,0.05552222600796184,-0.023057359218619934,-0.026342107613445957,1.0465241539809829,-0.022032323984983653
3,2016-12-02,Kurtis Gabriel,away,Minnesota Wild,Calgary Flames,R,6.05,0,0,0,0.0,1,0,0,0,0,0,0,0.16,0.06,20162017,0.2486,0.2486,0.2486,0.2486,-0.2486,0.2486,-0.08859999999999998,0.1886,0.05,0.0,-0.45537500000000003,0.7636912499999999,0.3583162499999999,1993-04-20,23.635616438356163,4,0.04886672102366004,0.07162422590693715,0.07162422590693715,0.08978887139671976,0.09570374517478125,0.10212426146067621,1.0060640869411666,0.09628410100611637
4,2016-12-04,Kurtis Gabriel,away,Minnesota Wild,Edmonton Oilers,R,2.4666666666667,0,0,0,0.04,0,1,1,0,0,0,1,0.04,0.33,20162017,0.1339333333333344,0.1339333333333344,0.1339333333333344,0.1339333333333344,-0.1339333333333344,-0.8660666666666657,-0.0939333333333344,-0.1960666666666656,0.02,0.0,-0.45870833333333405,-0.25535874999999886,-0.6940670833333329,1993-04-20,23.64109589041096,5,0.0928519258169557,0.01717609541808259,0.01717609541808259,0.018708038413999123,0.09599530448541813,0.10243129836764424,1.0059561433071975,0.09656706627575133
5,2016-12-07,Kurtis Gabriel,away,Minnesota Wild,Toronto Maple Leafs,R,7.1333333333333,0,0,1,0.0,0,1,1,0,0,1,0,0.35,0.32,20162017,0.2832666666666656,0.2832666666666656,0.2832666666666656,0.2832666666666656,0.7167333333333343,0.2832666666666656,0.06673333333333437,-0.036733333333334395,0.55,0.0,0.2667083333333339,0.35874124999999885,1.1754495833333327,1993-04-20,23.649315068493152,6,-0.0054084741930654585,0.09509503484395962,0.09509503484395962,0.10280938321274387,0.09631732105124978,0.10275733389226549,1.0057961639482216,0.09687559203511632
6,2016-12-09,Kurtis Gabriel,home,Minnesota Wild,Edmonton Oilers,R,8.55,0,0,0,0.12,0,1,0,0,0,0,0,0.36,0.1,20162017,0.3286,0.3286,0.3286,0.3286,-0.3286,0.3286,0.031399999999999983,0.2286,0.06,-0.15,-0.380375,0.78119125,0.31081625,1993-04-20,23.654794520547945,7,0.1263427983312922,0.1088840454812644,0.1088840454812644,0.11898558411286393,0.09641855837693149,0.10283926335828802,1.0056907989828745,0.09696725701087315
7,2016-12-11,Kurtis Gabriel,home,Minnesota Wild,St Louis Blues,R,5.25,0,0,0,0.0,0,1,1,0,0,0,0,0.07,0.06,20162017,0.223,0.223,0.223,0.223,-0.223,0.223,-0.153,0.163,0.0,0.0,-0.495625,0.73633125,0.24070625,1993-04-20,23.660273972602738,8,0.14492273713043016,0.11692188827766817,0.11692188827766817,0.12862040867193,0.09640130841958687,0.10277843785172688,1.005586462150865,0.09693985068036676
8,2016-12-13,Kurtis Gabriel,home,Minnesota Wild,Florida Panthers,R,5.8333333333333,0,0,0,0.1,0,2,1,0,0,0,0,0.1,0.24,20162017,0.2416666666666656,0.2416666666666656,0.2416666666666656,0.2416666666666656,-0.2416666666666656,0.2416666666666656,-0.1416666666666656,0.0016666666666656227,0.05,-0.15,-0.48854166666666604,0.45028124999999886,-0.13826041666666722,1993-04-20,23.665753424657535,9,0.1537176308645657,0.10202681897831996,0.10202681897831996,0.1141049009298178,0.09624539617370996,0.10254993788507562,1.005483151559179,0.09677312426780363
9,2016-12-15,Kurtis Gabriel,away,Minnesota Wild,Nashville Predators,R,6.7166666666667,0,0,0,0.0,0,0,0,0,0,0,0,0.07,0.22,20162017,0.2699333333333344,0.2699333333333344,0.2699333333333344,0.2699333333333344,-0.2699333333333344,0.2699333333333344,-0.1999333333333344,0.04993333333333441,0.0,0.0,-0.5249583333333341,0.5144912500000012,-0.010467083333332905,1993-04-20,23.671232876712327,10,0.1290767135400215,0.09572094602137002,0.09572094602137002,0.10348185237386497,0.09593636809135181,0.1021359101100775,1.005380865322805,0.09645258876761041
