,Date,Player,Venue,Team,Opposition,Position,TOI,Goals,First Assists,Second Assists,ixG,Shots Blocked,Total Penalties,Penalties Drawn,Faceoffs Won,Faceoffs Lost,GF,GA,xGF,xGA,Season,exGF,exGA,eGF,eGA,GFAA,GAAA,xGFAA,xGAAA,Production,Misc,Offense,Defense,Score,dob,Age,Career Game,Adjusted,Projection,Kalman,XGB,adjXGB,XGB_Lowess,adjXGB_Lowess,multiplier,Potential
0,2013-11-29,Erik Haula,home,Minnesota Wild,Colorado Avalanche,C,14.283333333333,0,0,1,0.06,1,0,0,2,7,1,1,0.33,0.14,20132014,0.512066666666656,0.512066666666656,0.512066666666656,0.512066666666656,0.487933333333344,-0.487933333333344,-0.182066666666656,0.372066666666656,0.6300000000000001,-0.05,0.11120833333334001,0.4717712499999886,1.1629795833333287,1991-03-23,22.704109589041096,1,87.51547043010737,0.0,0.10931911182487973,0.10931911182487973,0.1214059738793257,0.20073825044617616,0.21041212037570983,1.0413706896151387,0.20904293029927087
1,2013-11-30,Erik Haula,away,Minnesota Wild,Colorado Avalanche,C,9.7166666666667,0,0,0,0.04,0,0,0,5,4,0,0,0.2,0.54,20132014,0.36593333333333444,0.36593333333333444,0.36593333333333444,0.36593333333333444,-0.36593333333333444,0.36593333333333444,-0.16593333333333443,-0.1740666666666656,0.02,0.01,-0.5037083333333341,0.07309125000000105,-0.400617083333333,1991-03-23,22.706849315068492,2,37.0768682795699,0.10977516027881493,0.06507259055254577,0.06507259055254577,0.07238864384489695,0.20289759775499544,0.21250328915691266,1.0412106144651894,0.21125913243198963
2,2013-12-02,Erik Haula,home,Minnesota Wild,Philadelphia Flyers,C,6.5666666666667,0,0,0,0.07,0,0,0,0,3,0,0,0.09,0.04,20132014,0.26513333333333444,0.26513333333333444,0.26513333333333444,0.26513333333333444,-0.26513333333333444,0.26513333333333444,-0.17513333333333445,0.22513333333333443,0.035,-0.03,-0.509458333333334,0.8153612500000011,0.31090291666666714,1991-03-23,22.71232876712329,3,60.02912634408604,0.06567697219685044,0.08491074028678255,0.08491074028678255,0.09555295066620063,0.20503554850261696,0.21457454418947172,1.0408916025585702,0.21341978066236442
3,2013-12-05,Erik Haula,home,Minnesota Wild,Chicago Blackhawks,C,9.35,0,0,1,0.04,0,0,0,2,5,1,0,0.22,0.0,20132014,0.3542,0.3542,0.3542,0.3542,0.6457999999999999,0.3542,-0.1342,0.3542,0.5700000000000001,-0.03,0.14112499999999994,0.97855125,1.65967625,1991-03-23,22.720547945205478,4,103.53794354838709,0.08524823224079996,0.203868123458219,0.203868123458219,0.2138924691848199,0.20714987688166814,0.21662452682746228,1.0404159230564296,0.2155220303668665
4,2013-12-06,Erik Haula,away,Minnesota Wild,Columbus Blue Jackets,C,10.4,0,0,0,0.0,0,0,0,1,3,0,0,0.0,0.51,20132014,0.38780000000000003,0.38780000000000003,0.38780000000000003,0.38780000000000003,-0.38780000000000003,0.38780000000000003,-0.38780000000000003,-0.12219999999999998,0.0,-0.02,-0.642375,0.14746125,-0.5149137500000001,1991-03-23,22.723287671232878,5,33.389879032258065,0.20223333387554004,0.15275571201148586,0.15275571201148586,0.17518887065753144,0.20923868289373576,0.2186521151806662,1.0402581180926618,0.21766223849922478
5,2013-12-08,Erik Haula,home,Minnesota Wild,San Jose Sharks,C,6.2333333333333,0,0,0,0.0,0,0,0,0,0,0,0,0.02,0.1,20132014,0.2544666666666656,0.2544666666666656,0.2544666666666656,0.2544666666666656,-0.2544666666666656,0.2544666666666656,-0.23446666666666563,0.15446666666666561,0.0,0.0,-0.546541666666666,0.7019612499999989,0.15541958333333283,1991-03-23,22.72876712328767,6,55.01353494623655,0.15254429501127045,0.15293491496340605,0.15293491496340605,0.15819809399354753,0.21130037905151094,0.22065641230820043,1.0399436374469004,0.21974048478473712
6,2013-12-14,Erik Haula,away,Minnesota Wild,Colorado Avalanche,C,13.116666666667,0,0,0,0.11,0,0,0,2,3,1,0,0.51,0.4,20132014,0.474733333333344,0.474733333333344,0.474733333333344,0.474733333333344,0.525266666666656,0.474733333333344,0.03526666666665601,0.07473333333334398,0.055,-0.01,0.24704166666665994,0.4273712500000113,0.7194129166666712,1991-03-23,22.745205479452054,7,73.20686827957005,0.15273127261004577,0.1891444791717076,0.1891444791717076,0.20905607984151117,0.2133336737351788,0.22263673224542627,1.0390091937328163,0.22165564834364782
7,2013-12-17,Erik Haula,home,Minnesota Wild,Vancouver Canucks,C,13.95,0,0,0,0.23,1,0,0,4,4,0,0,0.37,0.2,20132014,0.5014,0.5014,0.5014,0.5014,-0.5014,0.5014,-0.13139999999999996,0.30139999999999995,0.165,0.0,-0.482125,0.7958712499999999,0.47874624999999993,1991-03-23,22.753424657534246,8,65.44342741935483,0.18770595558900835,0.206802911724678,0.206802911724678,0.22355553967846417,0.21533755218244144,0.22459258457291115,1.0385470087768023,0.22363817069639313
8,2013-12-19,Erik Haula,away,Minnesota Wild,Pittsburgh Penguins,C,12.133333333333,0,0,0,0.08,0,0,0,4,4,1,0,0.27,0.42,20132014,0.44326666666665604,0.44326666666665604,0.44326666666665604,0.44326666666665604,0.556733333333344,0.44326666666665604,-0.17326666666665602,0.023266666666656055,0.04,0.0,0.11670833333333996,0.3597412499999887,0.5164495833333287,1991-03-23,22.75890410958904,9,66.65966397849448,0.20471579098562354,0.22487708278810442,0.22487708278810442,0.23828598096080755,0.2173112559516907,0.2265236581273722,1.0382407419491935,0.22562139961319444
9,2013-12-22,Erik Haula,away,Minnesota Wild,New York Rangers,C,8.9,0,0,0,0.0,0,0,0,0,2,0,0,0.16,0.14,20132014,0.3398,0.3398,0.3398,0.3398,-0.3398,0.3398,-0.1798,0.19979999999999998,0.0,-0.02,-0.512375,0.72516125,0.19278624999999994,1991-03-23,22.767123287671232,10,56.21891129032258,0.22199121236163621,0.2230782233789616,0.2230782233789616,0.24535766343576668,0.21925426156286168,0.22842980435125174,1.0377841166376385,0.22753859015505215
10,2014-01-07,Erik Haula,away,Minnesota Wild,Los Angeles Kings,C,8.8333333333333,0,0,0,0.05,1,0,0,4,2,0,0,0.06,0.34,20132014,0.3376666666666656,0.3376666666666656,0.3376666666666656,0.3376666666666656,-0.3376666666666656,0.3376666666666656,-0.2776666666666656,-0.0023333333333344086,0.07500000000000001,0.02,-0.5735416666666661,0.38288124999999884,-0.09566041666666719,1991-03-23,22.81095890410959,11,46.91418010752687,0.22044939493523966,0.20587018421651437,0.20587018421651437,0.2142319847585449,0.2211662588941916,0.23031102068230835,1.0354045068262674,0.228996541216951
11,2014-01-09,Erik Haula,away,Minnesota Wild,Phoenix Coyotes,C,8.8166666666667,0,0,0,0.14,0,0,0,7,4,0,0,0.08,0.36,20132014,0.3371333333333344,0.3371333333333344,0.3371333333333344,0.3371333333333344,-0.3371333333333344,0.3371333333333344,-0.2571333333333344,-0.02286666666666559,0.07,0.03,-0.560708333333334,0.3483112500000012,-0.11239708333333287,1991-03-23,22.816438356164383,12,46.37428763440862,0.20413170954311352,0.18927757955349409,0.18927757955349409,0.204982363979478,0.22304712979794541,0.23216743429886338,1.0351135946389216,0.2308791162990454
12,2014-01-11,Erik Haula,home,Minnesota Wild,Colorado Avalanche,C,9.7333333333333,0,0,0,0.0,0,0,0,4,7,0,1,0.08,0.2,20132014,0.3664666666666656,0.3664666666666656,0.3664666666666656,0.3664666666666656,-0.3664666666666656,-0.6335333333333344,-0.2864666666666656,0.1664666666666656,0.0,-0.03,-0.579041666666666,0.2141612499999988,-0.39488041666666723,1991-03-23,22.82191780821918,13,37.261922043010735,0.18853794146899708,0.15979760352911632,0.15979760352911632,0.17284991698775026,0.22489692729553576,0.23399928646084173,1.0348241230410762,0.23272876556323546
13,2014-01-12,Erik Haula,away,Minnesota Wild,Nashville Predators,C,9.8166666666667,0,0,0,0.05,1,0,0,1,6,0,0,0.09,0.27,20132014,0.3691333333333344,0.3691333333333344,0.3691333333333344,0.3691333333333344,-0.3691333333333344,0.3691333333333344,-0.27913333333333445,0.0991333333333344,0.07500000000000001,-0.05,-0.5744583333333341,0.5355112500000011,-0.013947083333332944,1991-03-23,22.824657534246576,14,49.55009408602152,0.1610455473418179,0.1512912215055644,0.1512912215055644,0.16523880987825434,0.22671585562286242,0.2358069176216075,1.0346799263026436,0.23457834478750408
14,2014-01-14,Erik Haula,home,Minnesota Wild,Ottawa Senators,C,7.25,0,0,0,0.07,0,0,0,2,8,0,0,0.12,0.26,20132014,0.28700000000000003,0.28700000000000003,0.28700000000000003,0.28700000000000003,-0.28700000000000003,0.28700000000000003,-0.16700000000000004,0.027000000000000024,0.035,-0.06,-0.504375,0.46473125000000004,-0.06464375,1991-03-23,22.83013698630137,15,47.91471774193548,0.15315610886107475,0.1410139286491446,0.1410139286491446,0.15407572729715174,0.22850425131998447,0.23759075343048813,1.0343926086349289,0.23636310860705012
15,2014-01-16,Erik Haula,home,Minnesota Wild,Edmonton Oilers,C,9.1666666666667,0,0,0,0.01,0,2,1,5,5,0,1,0.26,0.31,20132014,0.3483333333333344,0.3483333333333344,0.3483333333333344,0.3483333333333344,-0.3483333333333344,-0.6516666666666656,-0.08833333333333437,0.038333333333334385,0.005,-0.15,-0.455208333333334,0.007781250000001072,-0.5924270833333329,1991-03-23,22.835616438356166,16,30.889448924731195,0.14372595735723587,0.10701535349549574,0.10701535349549574,0.12045242078486018,0.23026256549478433,0.23935129170016028,1.034106722309237,0.23811606687432746
16,2014-01-18,Erik Haula,home,Minnesota Wild,Dallas Stars,C,9.7,1,0,0,0.07,3,0,0,3,3,1,0,0.19,0.39,20132014,0.3654,0.3654,0.3654,0.3654,0.6346,0.3654,-0.1754,-0.02460000000000001,0.935,0.0,0.115375,0.32752125,1.37789625,1991-03-23,22.84109589041096,17,94.44826612903226,0.11306329062011934,0.1644925967775254,0.1644925967775254,0.1752365438814597,0.23199134733716073,0.24108909037590392,1.0338222636562173,0.23983781985275926
17,2014-01-21,Erik Haula,away,Minnesota Wild,Dallas Stars,C,7.5333333333333,0,0,0,0.1,0,0,1,3,5,0,0,0.44,0.3,20132014,0.29606666666666565,0.29606666666666565,0.29606666666666565,0.29606666666666565,-0.29606666666666565,0.29606666666666565,0.14393333333333436,-0.003933333333334343,0.05,0.13,-0.31004166666666605,0.4064212499999989,0.27637958333333285,1991-03-23,22.84931506849315,18,58.91547043010751,0.163825841820142,0.16943759682249307,0.16943759682249307,0.18011663110307924,0.23369122891737645,0.2428047565141746,1.0333982445774232,0.2414961057363576
18,2014-01-23,Erik Haula,home,Minnesota Wild,Chicago Blackhawks,C,10.1,0,0,0,0.18,0,0,0,5,2,1,0,0.48,0.2,20132014,0.3782,0.3782,0.3782,0.3782,0.6218,0.3782,0.1018,0.17819999999999997,0.09,0.03,0.288625,0.66420125,1.0728262499999999,1991-03-23,22.854794520547944,19,84.60729838709676,0.16819272338780858,0.20851327673431985,0.20851327673431985,0.2096627864605088,0.2353629112682849,0.2444989362550279,1.033117339162398,0.24315750462700608
19,2014-01-25,Erik Haula,away,Minnesota Wild,San Jose Sharks,C,8.0333333333333,0,0,0,0.0,2,0,0,1,3,0,0,0.08,0.51,20132014,0.3120666666666656,0.3120666666666656,0.3120666666666656,0.3120666666666656,-0.3120666666666656,0.3120666666666656,-0.2320666666666656,-0.1979333333333344,0.1,-0.02,-0.545041666666666,0.06652124999999887,-0.3985204166666671,1991-03-23,22.86027397260274,20,37.144502688172025,0.20210435583804753,0.18278010063247419,0.18278010063247419,0.18204749625430738,0.2370071517250647,0.24617230575569893,1.0328378487087522,0.24478995671630466
20,2014-01-28,Erik Haula,away,Minnesota Wild,Anaheim Ducks,C,8.15,1,0,0,0.23,0,0,0,2,4,1,0,0.26,0.19,20132014,0.3158,0.3158,0.3158,0.3158,0.6841999999999999,0.3158,-0.055800000000000016,0.12580000000000002,0.865,-0.02,0.190125,0.6145112500000001,1.64963625,1991-03-23,22.86849315068493,21,103.21407258064517,0.1803225185850596,0.24380094293493143,0.24380094293493143,0.2467404188537953,0.23862475247663195,0.24782556304019318,1.0324212582221755,0.24636126719487952
