,Date,Player,Venue,Team,Opposition,Position,TOI,Goals,First Assists,Second Assists,ixG,Shots Blocked,Total Penalties,Penalties Drawn,Faceoffs Won,Faceoffs Lost,GF,GA,xGF,xGA,Season,exGF,exGA,eGF,eGA,GFAA,GAAA,xGFAA,xGAAA,Production,Misc,Offense,Defense,Score,dob,Age,Career Game,Adjusted,Projection,Kalman,XGB,adjXGB,XGB_Lowess,adjXGB_Lowess,multiplier,Potential
0,2016-12-03,Anton Blidh,away,Boston Bruins,Buffalo Sabres,L,10.2,0,0,0,0.22,0,0,0,0,0,0,0,0.44,0.79,20162017,0.38139999999999996,0.38139999999999996,0.38139999999999996,0.38139999999999996,-0.38139999999999996,0.38139999999999996,0.05860000000000004,-0.4086000000000001,0.11,0.0,-0.363375,-0.33537875000000006,-0.5887537500000001,1995-03-14,21.73972602739726,1,31.007943548387093,0.0,-0.055342361943356747,-0.055342361943356747,-0.06182153858626705,0.1070024345040236,0.1219158612027231,1.1259955396813963,0.12048426398658131
1,2016-12-05,Anton Blidh,home,Boston Bruins,Florida Panthers,L,9.1666666666667,0,0,0,0.11,0,0,0,0,0,0,0,0.28,0.26,20162017,0.3483333333333344,0.3483333333333344,0.3483333333333344,0.3483333333333344,-0.3483333333333344,0.3483333333333344,-0.06833333333333436,0.08833333333333437,0.055,0.0,-0.44270833333333404,0.5302812500000011,0.1425729166666671,1995-03-14,21.745205479452054,2,54.59912634408604,-0.055573234644205424,-0.03816950253803182,-0.03816950253803182,-0.043151831470529554,0.13067037345263954,0.14800932018255364,1.125322635542181,0.14704632904100537
2,2016-12-07,Anton Blidh,away,Boston Bruins,Washington Capitals,L,10.166666666667,0,1,0,0.32,0,0,0,0,0,1,0,0.77,0.06,20162017,0.380333333333344,0.380333333333344,0.380333333333344,0.380333333333344,0.6196666666666559,0.380333333333344,0.389666666666656,0.320333333333344,0.86,0.0,0.46854166666665986,0.9044812500000114,2.2330229166666715,1995-03-14,21.75068493150685,3,122.03299731182811,-0.038423416465514885,0.1451124220302576,0.1451124220302576,0.15944008731469328,0.15221771745979573,0.17203012646296784,1.1246523891179363,0.1711920196072383
3,2016-12-08,Anton Blidh,home,Boston Bruins,Colorado Avalanche,L,12.116666666667,0,0,0,0.01,0,0,0,0,0,0,0,0.23,0.14,20162017,0.44273333333334397,0.44273333333334397,0.44273333333334397,0.44273333333334397,-0.44273333333334397,0.44273333333334397,-0.21273333333334396,0.30273333333334396,0.005,0.0,-0.53295833333334,0.8351712500000112,0.3072129166666713,1995-03-14,21.753424657534246,4,59.91009408602166,0.14314970982132608,0.15735745186727434,0.15735745186727434,0.18373687497433597,0.17137599215756275,0.19367804517964826,1.12431825945396,0.19268115721478646
4,2016-12-15,Anton Blidh,home,Boston Bruins,Anaheim Ducks,L,9.05,0,0,0,0.21,0,0,0,0,0,0,0,0.44,0.43,20162017,0.3446,0.3446,0.3446,0.3446,-0.3446,0.3446,0.09539999999999998,-0.08539999999999998,0.105,0.0,-0.34037500000000004,0.23729125,0.0019162499999999527,1995-03-14,21.77260273972603,5,50.06181451612903,0.15531518965665195,0.14630406424163794,0.14630406424163794,0.16167048978368279,0.1876873629215827,0.2146995769936619,1.121997783449386,0.21058480517947625
5,2016-12-18,Anton Blidh,home,Boston Bruins,Los Angeles Kings,L,9.15,0,0,0,0.34,0,0,1,0,0,1,0,0.7,0.26,20162017,0.3478,0.3478,0.3478,0.3478,0.6522,0.3478,0.35219999999999996,0.08779999999999999,0.17,0.15,0.4451250000000001,0.52971125,1.29483625,1995-03-14,21.78082191780822,6,91.76891129032258,0.14459323169029337,0.2235676904443332,0.2235676904443332,0.24386396858915696,0.1995112140025248,0.23781700624634955,1.1210131009068454,0.22365468467465957
6,2016-12-20,Anton Blidh,home,Boston Bruins,New York Islanders,L,11.333333333333,1,0,0,0.33,0,0,0,0,0,1,0,0.89,0.27,20162017,0.417666666666656,0.417666666666656,0.417666666666656,0.417666666666656,0.582333333333344,0.417666666666656,0.47233333333334404,0.14766666666665595,0.915,0.0,0.52020833333334,0.5873812499999885,2.0225895833333287,1995-03-14,21.786301369863015,7,115.24482526881705,0.2201413354133525,0.33856209189829667,0.33856209189829667,0.3790444108550901,0.2079883250119879,0.260427868234665,1.12035989081917,0.23302177710209285
7,2016-12-22,Anton Blidh,away,Boston Bruins,Florida Panthers,L,9.4833333333333,0,0,0,0.54,0,0,0,0,0,0,0,0.82,0.15,20162017,0.3584666666666656,0.3584666666666656,0.3584666666666656,0.3584666666666656,-0.3584666666666656,0.3584666666666656,0.46153333333333435,0.2084666666666656,0.27,0.0,-0.1115416666666661,0.7281112499999989,0.8865695833333328,1995-03-14,21.791780821917808,8,78.59901881720428,0.3316286104420241,0.3719767816577928,0.3719767816577928,0.41284649578414595,0.21519746519365257,0.27981128081043777,1.1197092655375822,0.24095859569753414
8,2016-12-23,Anton Blidh,away,Boston Bruins,Carolina Hurricanes,L,10.116666666667,0,0,0,0.0,1,0,1,0,0,0,0,0.09,0.06,20162017,0.37873333333334397,0.37873333333334397,0.37873333333334397,0.37873333333334397,-0.37873333333334397,0.37873333333334397,-0.28873333333334394,0.31873333333334397,0.05,0.15,-0.58045833333334,0.9027712500000113,0.5223129166666713,1995-03-14,21.794520547945204,9,66.84880376344101,0.36407047483133226,0.3807519479046918,0.3807519479046918,0.41693683944991594,0.22252706104295225,0.29477077927578177,1.1193849192298484,0.24909343625202066
9,2016-12-27,Anton Blidh,away,Boston Bruins,Columbus Blue Jackets,L,7.5666666666667,0,0,0,0.03,0,0,0,0,0,0,1,0.15,0.59,20162017,0.2971333333333344,0.2971333333333344,0.2971333333333344,0.2971333333333344,-0.2971333333333344,-0.7028666666666656,-0.14713333333333442,-0.29286666666666555,0.015,0.0,-0.49195833333333405,-0.522938749999999,-0.999897083333333,1995-03-14,21.805479452054794,10,17.745255376344097,0.37282616900337695,0.3033593318586828,0.3033593318586828,0.31476549926257347,0.230228615079291,0.30437683300067586,1.1180939486771544,0.25741722133247713
